gene_name	seqname	start	end
ITGA11	chr15	68281532	68447163
CORO2B	chr15	68563993	68742806
ANP32A	chr15	68763535	68835897
SPESP1	chr15	68803221	68961811
NOX5	chr15	68915504	69077743
NOX5	chr15	68999695	69077762
GLCE	chr15	69145584	69287217
PAQR5	chr15	69283912	69422780
KIF23	chr15	69399246	69463427
RPLP1	chr15	69437814	69471205
TLE3	chr15	70032790	70113176
UACA	chr15	70639554	70778558
LARP6	chr15	70814130	70869157
LRRC49	chr15	70838239	71068658
THAP10	chr15	70866342	70907433
THSD4	chr15	71081952	71798383
NR2E3	chr15	71777638	71833259
MYO9A	chr15	71807291	72133577
SENP8	chr15	72099258	72158692
GRAMD2A	chr15	72144806	72212787
PKM	chr15	72184029	72246819
PARP6	chr15	72226181	72287999
ENSG00000273025	chr15	72251746	72334946
CELF6	chr15	72269727	72335157
ENSG00000260729	chr15	72269727	72390981
HEXA	chr15	72325924	72391420
TMEM202	chr15	72383302	72423367
ARIH1	chr15	72459330	72617987
GOLGA6B	chr15	72639697	72684599
HIGD2B	chr15	72660798	72701182
BBS4	chr15	72671179	72753475
ADPGK	chr15	72736294	72800846
NEO1	chr15	73036710	73320205
HCN4	chr15	73304859	73383958
REC114	chr15	73428164	73575013
NPTN	chr15	73545014	73649134
CD276	chr15	73668966	73729514
INSYN1	chr15	73720458	73768351
TBC1D21	chr15	73858564	73904214
LOXL1	chr15	73910989	73967137
STOML1	chr15	73963926	74009622
PML	chr15	73979673	74062827
GOLGA6A	chr15	74054857	74097550
ISLR2	chr15	74085311	74153540
ISLR	chr15	74158710	74191872
STRA6	chr15	74164466	74227267
CCDC33	chr15	74187705	74351472
CYP11A1	chr15	74322759	74382646
SEMA7A	chr15	74394289	74448958
UBL7	chr15	74430977	74476182
ARID3B	chr15	74526206	74613131
CLK3	chr15	74583500	74660414
EDC3	chr15	74615558	74711292
CYP1A1	chr15	74704542	74740536
CYP1A2	chr15	74733845	74771607
CSK	chr15	74767080	74818197
LMAN1L	chr15	74797716	74840757
CPLX3	chr15	74811627	74846802
ULK3	chr15	74821118	74858346
SCAMP2	chr15	74828730	74888365
MPI	chr15	74875005	74917219
FAM219B	chr15	74884992	74921883
COX5A	chr15	74904791	74953083
RPP25	chr15	74939418	74971772
SCAMP5	chr15	74942219	75036495
PPCDC	chr15	75008586	75132462
C15orf39	chr15	75180643	75227169
GOLGA6C	chr15	75243334	75288455
GOLGA6D	chr15	75267835	75310530
COMMD4	chr15	75321020	75358224
NEIL1	chr15	75331955	75372115
MAN2C1	chr15	75340207	75383612
SIN3A	chr15	75354379	75470842
PTPN9	chr15	75448251	75594315
SNUPN	chr15	75583083	75641469
IMP3	chr15	75624085	75663706
SNX33	chr15	75632912	75677301
CSPG4	chr15	75659322	75727848
ODF3L1	chr15	75709041	75742688
UBE2Q2	chr15	75828307	75916078
FBXO22	chr15	75888876	75957511
NRG4	chr15	75920969	76074795
TMEM266	chr15	76044958	76244121
ETFA	chr15	76173555	76326730
ISL2	chr15	76321773	76357475
SCAPER	chr15	76332904	76920444
RCN2	chr15	76916738	76969393
PSTPIP1	chr15	76978359	77052475
TSPAN3	chr15	77026404	77098984
PEAK1	chr15	77085656	77435144
HMG20A	chr15	77405412	77500607
LINGO1	chr15	77598027	77835900
TBC1D2B	chr15	77969036	78092724
SH2D7	chr15	78062808	78119370
CIB2	chr15	78089606	78146535
IDH3A	chr15	78116498	78186945
ACSBG1	chr15	78152468	78260688
DNAJA4	chr15	78249086	78297196
SKIC8	chr15	78262835	78314703
CRABP1	chr15	78325353	78363225
IREB2	chr15	78422431	78516453
HYKK	chr15	78492564	78552372
PSMA4	chr15	78525405	78567417
CHRNA5	chr15	78550520	78610269
CHRNA3	chr15	78578052	78636295
CHRNB4	chr15	78609111	78742754
ADAMTS7	chr15	78744206	78826464
MORF4L1	chr15	78795487	78913139
CTSH	chr15	78906058	78964574
RASGRF1	chr15	78944906	79105780
ANKRD34C	chr15	79267722	79313239
TMED3	chr15	79296112	79442432
MINAR1	chr15	79417336	79487304
MTHFS	chr15	79818585	79912379
ST20-MTHFS	chr15	79830150	79938754
BCL2A1	chr15	79945892	79986196
ZFAND6	chr15	80044568	80153393
FAH	chr15	80137490	80201946
CTXND1	chr15	80180481	80267213
ARNT2	chr15	80389350	80612933
ABHD17C	chr15	80664684	80770621
CEMIP	chr15	80764343	80966776
MESD	chr15	80931289	81004828
TLNRD1	chr15	80985923	81020788
ENSG00000288625	chr15	80987142	81017279
CFAP161	chr15	80992033	81164179
IL16	chr15	81144575	81329058
STARD5	chr15	81294053	81339183
TMC3	chr15	81316088	81389213
MEX3B	chr15	82026778	82061119
EFL1	chr15	82115206	82277773
SAXO2	chr15	82247810	82299930
GOLGA6L10	chr15	82324993	82364475
GOLGA6L9	chr15	82414816	82454153
RPS17	chr15	82521750	82555459
ENSG00000260836	chr15	82521788	82588194
CPEB1	chr15	82528201	82663861
AP3B2	chr15	82644281	82725112
FSD2	chr15	82740362	82821070
WHAMM	chr15	82794628	82851108
HOMER2	chr15	82821946	83001153
RAMAC	chr15	82971210	83006057
C15orf40	chr15	82973441	83026641
BTBD1	chr15	83001423	83082252
TM6SF1	chr15	83092572	83159854
HDGFL3	chr15	83097738	83222823
BNC1	chr15	83240884	83299664
SH3GL3	chr15	83432228	83633743
ADAMTSL3	chr15	83639088	84054842
GOLGA6L4	chr15	84220773	84260358
ZSCAN2	chr15	84585986	84642796
WDR73	chr15	84624285	84669343
NMB	chr15	84640129	84673563
SEC11A	chr15	84654538	84731460
ZNF592	chr15	84733592	84821445
ALPK3	chr15	84802356	84888479
SLC28A1	chr15	84869654	84960798
PDE8A	chr15	84965440	85154145
AKAP13	chr15	85365571	85764358
KLHL25	chr15	85744326	85809925
AGBL1	chr15	86064871	87064169
NTRK3	chr15	87844751	88271791
MRPL46	chr15	88444477	88482390
ENSG00000173867	chr15	88444501	88561585
MRPS11	chr15	88452453	88495776
DET1	chr15	88479440	88561681
AEN	chr15	88606337	88647281
ISG20	chr15	88620670	88671483
ACAN	chr15	88788436	88890353
HAPLN3	chr15	88862294	88910597
MFGE8	chr15	88883683	88928468
ABHD2	chr15	89072459	89217355
RLBP1	chr15	89194869	89236614
FANCI	chr15	89228945	89332261
POLG	chr15	89290198	89349861
POLGARF	chr15	89315208	89348809
RHCG	chr15	89456398	89511589
TICRR	chr15	89560469	89646056
KIF7	chr15	89593789	89678086
PLIN1	chr15	89649367	89694427
PEX11A	chr15	89662764	89705783
WDR93	chr15	89675811	89758638
MESP1	chr15	89734875	89766249
MESP2	chr15	89745591	89793754
ANPEP	chr15	89769895	89830401
AP3S2	chr15	89815599	89909638
ARPIN-AP3S2	chr15	89819308	89927882
ARPIN	chr15	89880006	89927952
ZNF710	chr15	89986324	90097206
IDH2	chr15	90068045	90117477
SEMA4B	chr15	90145604	90244679
CIB1	chr15	90214975	90249047
GDPGP1	chr15	90218808	90260811
ENSG00000284626	chr15	90219200	90280462
TTLL13	chr15	90234530	90280482
ENSG00000261147	chr15	90234556	90287208
NGRN	chr15	90250659	90290778
ENSG00000275674	chr15	90251317	90329499
ZNF774	chr15	90337284	90384146
IQGAP1	chr15	90373242	90517239
CRTC3	chr15	90514923	90660345
BLM	chr15	90702346	90831166
FURIN	chr15	90853588	90898564
FES	chr15	90868695	90910776
MAN2A2	chr15	90887218	90937584
HDDC3	chr15	90914968	90950196
UNC45A	chr15	90915180	90969093
RCCD1	chr15	90939881	90978125
PRC1	chr15	90951040	91010629
ENSG00000284946	chr15	90951190	91037566
VPS33B	chr15	90983673	91037603
SV2B	chr15	91084950	91317565
SLCO3A1	chr15	91838708	92187435
ST8SIA2	chr15	92378881	92483728
FAM174B	chr15	92602448	92824884
CHD2	chr15	92871203	93042996
RGMA	chr15	93020271	93104211
MCTP2	chr15	94216538	94498952
NR2F2	chr15	96310938	96355263
ARRDC4	chr15	97945703	97988833
IGF1R	chr15	98633539	98979530
PGPEP1L	chr15	98953229	99022792
SYNM	chr15	99083217	99150593
TTC23	chr15	99121323	99266223
LRRC28	chr15	99236362	99405729
MEF2A	chr15	99550417	99731488
LYSMD4	chr15	99700697	99748561
ADAMTS17	chr15	99956437	100357005
CERS3	chr15	100385395	100559995
LINS1	chr15	100544369	100618230
ASB7	chr15	100587589	100666701
ALDH1A3	chr15	100862714	100931626
LRRK1	chr15	100904327	101093257
CHSY1	chr15	101160727	101267048
SELENOS	chr15	101255817	101292500
SNRPA1	chr15	101266510	101310282
PCSK6	chr15	101274784	101540202
TM2D3	chr15	101606444	101667391
TARS3	chr15	101638596	101739473
OR4F6	chr15	101788509	101821887
OR4F15	chr15	101797202	101835197
OR4F4	chr15	101907042	101938113
POLR3K	chr16	31407	68608
SNRNP25	chr16	38828	72669
RHBDF1	chr16	43059	91355
MPG	chr16	62007	100851
NPRL3	chr16	69271	153677
HBZ	chr16	127728	169503
HBM	chr16	138892	181764
HBA2	chr16	157876	188710
HBA1	chr16	161680	192522
HBQ1	chr16	165459	196179
LUC7L	chr16	173969	244463
FAM234A	chr16	219521	287183
RGS11	chr16	253301	290980
ARHGDIG	chr16	265450	298010
PDIA2	chr16	268164	302215
AXIN1	chr16	272440	367723
MRPL28	chr16	351969	386289
PGAP6	chr16	355788	402113
NME4	chr16	381725	425367
DECR2	chr16	386858	427487
RAB11FIP3	chr16	410649	538011
CAPN15	chr16	512712	569636
PRR35	chr16	545394	580529
PIGQ	chr16	551995	599109
NHLRC4	chr16	552005	584495
RAB40C	chr16	574357	644272
WFIKKN1	chr16	614239	649117
METTL26	chr16	619427	651366
MCRIP2	chr16	621817	663474
WDR90	chr16	634311	682833
RHOT2	chr16	653100	689174
RHBDL1	chr16	660671	693268
STUB1	chr16	665224	697870
JMJD8	chr16	666670	699528
WDR24	chr16	669622	705444
FBXL16	chr16	677498	720801
METRN	chr16	700118	734655
ANTKMT	chr16	705581	737590
CCDC78	chr16	707582	741954
HAGHL	chr16	711936	750525
CIAO3	chr16	714760	756329
MSLN	chr16	745734	783865
MSLNL	chr16	754428	797054
RPUSD1	chr16	769974	803397
CHTF18	chr16	773046	815737
GNG13	chr16	783041	815734
LMF1	chr16	838634	996318
SOX8	chr16	966770	1001979
SSTR5	chr16	1057747	1096454
C1QTNF8	chr16	1073226	1111244
CACNA1H	chr16	1138106	1236771
TPSG1	chr16	1206651	1240268
TPSB2	chr16	1212272	1245184
TPSAB1	chr16	1225379	1257554
TPSD1	chr16	1241059	1274008
UBE2I	chr16	1293880	1342018
BAIAP3	chr16	1318638	1364439
TSR3	chr16	1334240	1366878
GNPTG	chr16	1336931	1380737
UNKL	chr16	1348205	1429751
UQCC4	chr16	1404752	1435756
PERCC1	chr16	1416078	1449441
CCDC154	chr16	1419383	1459556
CLCN7	chr16	1429934	1490077
PTX4	chr16	1470886	1503981
TELO2	chr16	1478344	1525457
IFT140	chr16	1495427	1627072
TMEM204	chr16	1513688	1570580
CRAMP1	chr16	1597337	1692908
ENSG00000261732	chr16	1617259	1701715
JPT2	chr16	1663256	1717280
MAPK8IP3	chr16	1691166	1785351
NME3	chr16	1755320	1786561
MRPS34	chr16	1756890	1788150
EME2	chr16	1757810	1796708
SPSB3	chr16	1761712	1808700
NUBP2	chr16	1767932	1804186
IGFALS	chr16	1775413	1809971
HAGH	chr16	1780620	1842157
FAHD1	chr16	1811967	1855207
MEIOB	chr16	1818986	1887178
ENSG00000289722	chr16	1818987	1899294
HS3ST6	chr16	1896475	1933415
MSRB1	chr16	1923229	1958199
RPL3L	chr16	1928974	1972606
NDUFB10	chr16	1944538	1976975
RPS2	chr16	1947058	1979841
RNF151	chr16	1951823	1983975
TBL3	chr16	1957053	1997929
NOXO1	chr16	1963917	1999192
GFER	chr16	1969193	2002749
SYNGR3	chr16	1974660	2009275
ZNF598	chr16	1982654	2024821
NPW	chr16	1994926	2035755
NHERF2	chr16	2010356	2054026
NTHL1	chr16	2024815	2062866
TSC2	chr16	2032967	2104491
PKD1	chr16	2073708	2150898
RAB26	chr16	2125803	2169165
TRAF7	chr16	2140698	2193129
CASKIN1	chr16	2162180	2211605
MLST8	chr16	2189248	2224453
BRICD5	chr16	2194253	2225905
PGP	chr16	2196593	2229840
E4F1	chr16	2208580	2250742
DNASE1L2	chr16	2220816	2253711
ECI1	chr16	2224402	2267300
RNPS1	chr16	2238116	2283397
ABCA3	chr16	2260881	2355746
CCNF	chr16	2414394	2473854
TEDC2	chr16	2445086	2479963
NTN3	chr16	2456297	2489145
TBC1D24	chr16	2460051	2524560
ENSG00000260272	chr16	2481032	2535218
ATP6V0C	chr16	2498952	2535218
ENSG00000259784	chr16	2498965	2542955
AMDHD2	chr16	2505357	2546422
CEMP1	chr16	2515035	2546417
PDPK1	chr16	2522979	2618188
KCTD5	chr16	2667523	2724030
PRSS27	chr16	2697419	2735551
SRRM2	chr16	2737626	2787538
ELOB	chr16	2756414	2792289
PRSS33	chr16	2768953	2802948
PRSS41	chr16	2783470	2820304
PRSS21	chr16	2802180	2841304
ZG16B	chr16	2815253	2854585
PRSS22	chr16	2837730	2873170
FLYWCH2	chr16	2868213	2914382
FLYWCH1	chr16	2896931	2966208
KREMEN2	chr16	2949216	2983380
PKMYT1	chr16	2953024	2995479
PAQR4	chr16	2954270	2988484
GREP1	chr16	2973256	3017016
ENSG00000289281	chr16	2989132	3019859
CLDN9	chr16	2997923	3029505
CLDN6	chr16	2999712	3035071
TNFRSF12A	chr16	3003445	3037383
HCFC1R1	chr16	3007625	3039286
THOC6	chr16	3009027	3042755
BICDL2	chr16	3012682	3051944
MMP25	chr16	3031062	3075726
IL32	chr16	3050297	3097192
ZSCAN10	chr16	3073890	3114295
ZNF205	chr16	3097560	3135517
ZNF213	chr16	3114777	3157804
OR1F1	chr16	3173204	3239779
ZNF200	chr16	3207325	3251221
MEFV	chr16	3227027	3271633
ENSG00000290183	chr16	3248800	3306029
ZNF263	chr16	3268283	3316401
TIGD7	chr16	3283808	3320729
ZNF75A	chr16	3290406	3333852
OR2C1	chr16	3340889	3372306
ENSG00000285329	chr16	3350099	3494550
ZSCAN32	chr16	3367081	3416065
ZNF174	chr16	3386215	3424364
ZNF597	chr16	3417414	3458504
NAA60	chr16	3428649	3501953
C16orf90	chr16	3478484	3510489
CLUAP1	chr16	3485976	3554048
NLRC3	chr16	3524033	3592403
SLX4	chr16	3566181	3626606
DNASE1	chr16	3596728	3695143
TRAP1	chr16	3636639	3732553
CREBBP	chr16	3710054	3895713
ADCY9	chr16	3938387	4131442
SRL	chr16	4174374	4257080
TFAP4	chr16	4242186	4288075
GLIS2	chr16	4299761	4354597
PAM16	chr16	4316549	4370607
CORO7-PAM16	chr16	4325251	4435494
CORO7	chr16	4339542	4440705
VASN	chr16	4356848	4398538
DNAJA3	chr16	4410805	4471775
NMRAL1	chr16	4446691	4510763
HMOX2	chr16	4459690	4525347
CDIP1	chr16	4495669	4553828
C16orf96	chr16	4541340	4615758
UBALD1	chr16	4593883	4630027
MGRN1	chr16	4601493	4705974
NUDT16L1	chr16	4678562	4710859
ANKS3	chr16	4681510	4749378
DNAAF8	chr16	4719344	4764396
ZNF500	chr16	4733239	4782624
SEPTIN12	chr16	4762606	4803398
SMIM22	chr16	4773397	4811491
ROGDI	chr16	4781968	4817880
GLYR1	chr16	4788203	4862288
UBN1	chr16	4831665	4897401
PPL	chr16	4867507	4975741
SEC14L5	chr16	4943330	5034157
NAGPA	chr16	5009844	5049141
ALG1	chr16	5018702	5102379
C16orf89	chr16	5029122	5081110
EEF2KMT	chr16	5069284	5112795
RBFOX1	chr16	5224802	7728340
TMEM114	chr16	8522605	8605511
METTL22	chr16	8606683	8664654
ABAT	chr16	8659596	8799575
TMEM186	chr16	8765384	8812642
PMM2	chr16	8773823	8877534
CARHSP1	chr16	8837942	8884012
LITAFD	chr16	8867351	8900351
USP7	chr16	8877097	8990328
HAPSTR1	chr16	9076644	9136635
GRIN2A	chr16	9738404	10197928
ATF7IP2	chr16	10311434	10498638
EMP2	chr16	10513422	10595632
TEKT5	chr16	10612501	10709930
NUBP1	chr16	10728786	10784351
TVP23A	chr16	10745919	10833794
CIITA	chr16	10851222	10958021
DEXI	chr16	10913891	10957468
CLEC16A	chr16	10929539	11197186
RMI2	chr16	11234619	11396662
SOCS1	chr16	11239417	11271204
TNP2	chr16	11252748	11284533
PRM3	chr16	11258199	11288629
PRM2	chr16	11260639	11291480
PRM1	chr16	11265841	11296330
ENSG00000188897	chr16	11344845	11542247
LITAF	chr16	11532722	11651381
SNN	chr16	11653455	11694152
TXNDC11	chr16	11664083	11757857
ZC3H7A	chr16	11735586	11812258
RSL1D1	chr16	11818850	11866580
GSPT1	chr16	11853128	11931082
NPIPB2	chr16	11912259	11991643
TNFRSF17	chr16	11950210	11983068
SNX29	chr16	11961734	12589287
CPPED1	chr16	12644799	12818887
SHISA9	chr16	12886598	13255416
ERCC4	chr16	13905138	13967348
MRTFB	chr16	14056319	14281773
PARN	chr16	14420700	14647728
BFAR	chr16	14617931	14684236
PLA2G10	chr16	14657548	14709308
NPIPA3	chr16	14688411	14741342
NPIPA2	chr16	14727533	14780462
NOMO1	chr16	14818721	14911157
NPIPA1	chr16	14907802	14967060
PDXDC1	chr16	14959591	15154339
NTAN1	chr16	15022854	15071079
RRN3	chr16	15045033	15109311
NPIPA5	chr16	15348628	15396047
MPV17L	chr16	15380754	15428271
ENSG00000261130	chr16	15380754	15530348
BMERB1	chr16	15419475	15640028
MARF1	chr16	15579387	15658154
NDE1	chr16	15628267	15749691
MYH11	chr16	15688135	15872028
CEP20	chr16	15850719	15903625
ABCC1	chr16	15934138	16158257
ABCC6	chr16	16134565	16238522
NOMO3	chr16	16217506	16315806
NPIPA9	chr16	16302444	16365590
NPIPA7	chr16	16364140	16408972
XYLT1	chr16	17086769	17485960
NPIPA8	chr16	18302919	18351736
NPIPA9	chr16	18343086	18394331
NOMO2	chr16	18402325	18577211
RPS15A	chr16	18766295	18805383
ENSG00000260342	chr16	18773063	18816519
ARL6IP1	chr16	18776669	18816572
SMG1	chr16	18789860	18941408
TMC7	chr16	18968934	19078942
COQ7	chr16	19052614	19095095
ITPRIPL2	chr16	19098932	19136629
SYT17	chr16	19152971	19283332
CLEC19A	chr16	19270731	19337145
TMC5	chr16	19395496	19514113
GDE1	chr16	19486693	19537123
CCP110	chr16	19508811	19568408
VPS35L	chr16	19540240	19721793
KNOP1	chr16	19686937	19733235
IQCK	chr16	19701456	19873467
GPRC5B	chr16	19841691	19901167
GPR139	chr16	20013239	20088890
GP2	chr16	20294574	20342808
UMOD	chr16	20318051	20371301
PDILT	chr16	20344175	20419737
ACSM5	chr16	20394534	20456336
ACSM2A	chr16	20436461	20502669
ACSM2B	chr16	20521226	20591427
ACSM3	chr16	20595243	20812581
ACSM1	chr16	20608235	20713890
THUMPD1	chr16	20687816	20757084
ERI2	chr16	20765193	20915349
REXO5	chr16	20791429	20864665
DCUN1D3	chr16	20839925	20915358
LYRM1	chr16	20884868	20940006
DNAH3	chr16	20918111	21174441
LDAF1	chr16	21143377	21195616
ZP2	chr16	21182450	21229510
ANKS4B	chr16	21218699	21268850
CRYM	chr16	21223874	21318083
NPIPB3	chr16	21387237	21463567
METTL9	chr16	21582218	21672471
IGSF6	chr16	21624550	21667608
OTOA	chr16	21648968	21776935
NPIPB4	chr16	21819582	21895827
UQCRC2	chr16	21938288	21998660
PDZD9	chr16	21968865	22016116
MOSMO	chr16	21992638	22102534
VWA3A	chr16	22077538	22171964
SDR42E2	chr16	22147492	22207208
EEF2K	chr16	22191278	22303738
POLR3E	chr16	22282375	22350101
CDR2	chr16	22330936	22452165
NPIPB5	chr16	22464121	22551535
HS3ST2	chr16	22799162	22931338
USP31	chr16	23046406	23164452
SCNN1G	chr16	23167745	23231883
SCNN1B	chr16	23263231	23396294
COG7	chr16	23373493	23468189
GGA2	chr16	23448542	23536995
EARS2	chr16	23505754	23572731
UBFD1	chr16	23542721	23589389
NDUFAB1	chr16	23566014	23611316
PALB2	chr16	23588160	23656321
DCTN5	chr16	23626466	23692472
PLK1	chr16	23662656	23705367
ERN2	chr16	23675310	23728226
CHP2	chr16	23740026	23773935
PRKCB	chr16	23820983	24235611
CACNG3	chr16	24241335	24377412
RBBP6	chr16	24522693	24587863
TNRC6A	chr16	24595209	24842632
SLC5A11	chr16	24830841	24926628
ARHGAP17	chr16	24904389	25030666
LCMT1	chr16	25096731	25193231
AQP8	chr16	25200731	25243932
ZKSCAN2	chr16	25221001	25272845
HS3ST4	chr16	25676959	26152685
C16orf82	chr16	27051927	27084166
KDM8	chr16	27188508	27236768
NSMCE1	chr16	27209994	27283772
IL4R	chr16	27298668	27379778
IL21R	chr16	27387174	27467042
GTF3C1	chr16	27444555	27564913
KATNIP	chr16	27535133	27795344
GSG1L	chr16	27772528	28078714
XPO6	chr16	28082976	28226965
SBK1	chr16	28244246	28338849
NPIPB6	chr16	28327517	28378508
EIF3CL	chr16	28364579	28418841
NPIPB7	chr16	28441329	28487336
ENSG00000261832	chr16	28441371	28507098
CLN3	chr16	28459111	28510575
APOBR	chr16	28479643	28513964
IL27	chr16	28484362	28527051
NUPR1	chr16	28517708	28554008
SGF29	chr16	28538915	28606790
SULT1A2	chr16	28576943	28612050
SULT1A1	chr16	28590196	28629279
NPIPB8	chr16	28622654	28673744
EIF3C	chr16	28673558	28750727
NPIPB9	chr16	28736787	28787864
ATXN2L	chr16	28807999	28852237
TUFM	chr16	28827411	28861348
SH2B1	chr16	28831600	28889212
ATP2A1	chr16	28863405	28919466
RABEP2	chr16	28889421	28951526
CD19	chr16	28916965	28954342
NFATC2IP	chr16	28935807	28982092
SPNS1	chr16	28959221	28999548
LAT	chr16	28969826	29005784
NPIPB11	chr16	29366310	29421711
BOLA2-SMG1P6	chr16	29428230	29469651
BOLA2	chr16	29438590	29469351
SLX1B	chr16	29439533	29473219
SULT1A4	chr16	29444913	29479966
NPIPB12	chr16	29468534	29521408
SPN	chr16	29647979	29685876
QPRT	chr16	29648279	29713699
C16orf54	chr16	29727463	29760990
ZG16	chr16	29763256	29797973
KIF22	chr16	29775727	29820385
MAZ	chr16	29791106	29826164
PRRT2	chr16	29796382	29830892
ENSG00000280893	chr16	29797261	29835092
PAGR1	chr16	29801152	29837489
ENSG00000281348	chr16	29802239	29845627
MVP	chr16	29805394	29863039
CDIPT	chr16	29843357	29878414
SEZ6L2	chr16	29856159	29914550
ASPHD1	chr16	29885375	29934864
KCTD13	chr16	29890012	29941236
TMEM219	chr16	29925885	29988050
TAOK2	chr16	29958868	30007261
HIRIP3	chr16	29977330	30011074
INO80E	chr16	29980715	30020793
DOC2A	chr16	29990514	30038270
C16orf92	chr16	30008198	30042736
TLCD3B	chr16	30009427	30067978
ENSG00000285043	chr16	30038123	30085414
ALDOA	chr16	30049164	30085457
PPP4C	chr16	30060978	30100376
TBX6	chr16	30070793	30106924
YPEL3	chr16	30077314	30111915
GDPD3	chr16	30089810	30128537
MAPK3	chr16	30099105	30138506
CORO1A	chr16	30167827	30204076
BOLA2B	chr16	30177932	30209306
SLX1A	chr16	30178875	30212561
SULT1A3	chr16	30184228	30219310
NPIPB13	chr16	30207897	30270268
CD2BP2	chr16	30335773	30370308
TBC1D10B	chr16	30342102	30385494
MYL11	chr16	30355934	30392991
ZNF48	chr16	30363106	30415108
SEPTIN1	chr16	30363135	30410991
ZNF771	chr16	30392414	30446108
DCTPP1	chr16	30408615	30445030
SEPHS2	chr16	30428631	30460874
ITGAL	chr16	30457658	30538567
ZNF768	chr16	30509004	30541821
ENSG00000261459	chr16	30510923	30549852
ZNF747	chr16	30515367	30550347
ZNF764	chr16	30538764	30573374
ZNF688	chr16	30554672	30587734
ZNF785	chr16	30558740	30600769
ZNF689	chr16	30587558	30639012
ENSG00000289491	chr16	30595211	30625351
PRR14	chr16	30635717	30671413
FBRS	chr16	30643431	30685810
SRCAP	chr16	30683209	30756409
ENSG00000282034	chr16	30689067	30760169
TMEM265	chr16	30725642	30760196
PHKG2	chr16	30733293	30776176
CFAP119	chr16	30742423	30777221
RNF40	chr16	30746745	30791307
ZNF629	chr16	30763456	30802205
BCL7C	chr16	30818626	30909302
CTF1	chr16	30881614	30918547
FBXL19	chr16	30908055	30963783
ORAI3	chr16	30934068	30971461
SETD1A	chr16	30942294	30999664
HSD3B7	chr16	30970207	31004147
STX1B	chr16	30974256	31025638
STX4	chr16	31017889	31057975
ZNF668	chr16	31045843	31089240
ZNF646	chr16	31059422	31099196
PRSS53	chr16	31068437	31104628
ENSG00000255439	chr16	31068439	31109956
VKORC1	chr16	31075842	31110980
BCKDK	chr16	31091107	31127791
KAT8	chr16	31099489	31146393
PRSS8	chr16	31116433	31150727
PRSS36	chr16	31123926	31165083
FUS	chr16	31165138	31206605
PYCARD	chr16	31186486	31218450
TRIM72	chr16	31199119	31246537
PYDC1	chr16	31200962	31232135
ITGAM	chr16	31244967	31347892
ITGAX	chr16	31340134	31397999
ITGAD	chr16	31378335	31441505
COX6A2	chr16	31412731	31443360
ZNF843	chr16	31417593	31458160
ARMC5	chr16	31443080	31482166
TGFB1I1	chr16	31456585	31492960
SLC5A2	chr16	31468002	31505860
RUSF1	chr16	31474471	31524309
AHSP	chr16	31512900	31543803
KRBOX5	chr16	31698229	31809869
ZNF267	chr16	31858807	31932357
TP53TG3D	chr16	32238286	32270928
TP53TG3	chr16	32658528	32691165
TP53TG3C	chr16	33179226	33211858
TP53TG3E	chr16	33289306	33321945
TP53TG3B	chr16	33345841	33378478
TP53TG3F	chr16	33444612	33477249
IGHV3OR16-17	chr16	33829784	33860229
ENSG00000284209	chr16	34336499	34396110
SHCBP1	chr16	46563591	46636379
VPS35	chr16	46641132	46704518
ORC6	chr16	46674643	46713394
MYLK3	chr16	46687282	46805407
C16orf87	chr16	46781603	46846180
GPT2	chr16	46869362	46946289
DNAJA2	chr16	46940362	46988674
NETO2	chr16	47062703	47158945
ITFG1	chr16	47139387	47479149
PHKB	chr16	47446123	47716523
ABCC12	chr16	48065882	48171018
ABCC11	chr16	48150773	48262568
LONP2	chr16	48229300	48378122
SIAH1	chr16	48341364	48463402
N4BP1	chr16	48523726	48635148
CBLN1	chr16	49262917	49296838
C16orf78	chr16	49358804	49414431
ZNF423	chr16	49472524	49872919
CNEP1R1	chr16	50009410	50052088
HEATR3	chr16	50050967	50122272
TENT4B	chr16	50137911	50250310
ADCY7	chr16	50231137	50333135
BRD7	chr16	50298487	50383988
NKD1	chr16	50533396	50664249
SNX20	chr16	50651300	50696353
NOD2	chr16	50678588	50748077
CYLD	chr16	50727050	50816935
SALL1	chr16	51120982	51167334
HNRNPA1L3	chr16	51538436	51662132
TOX3	chr16	52421417	52562802
CHD9NB	chr16	53020690	53067897
CHD9	chr16	53039991	53344150
RBL2	chr16	53418977	53506648
AKTIP	chr16	53476040	53519411
RPGRIP1L	chr16	53583153	53718938
FTO	chr16	53686692	54173512
IRX3	chr16	54268304	54301787
IRX5	chr16	54915865	54949485
IRX6	chr16	55309203	55345756
MMP2	chr16	55374700	55521691
LPCAT2	chr16	55494072	55601666
CAPNS2	chr16	55551684	55582687
SLC6A2	chr16	55640988	55722645
CES1	chr16	55787851	55848337
CES5A	chr16	55831154	55971031
GNAO1	chr16	56176390	56372444
AMFR	chr16	56346452	56440545
NUDT21	chr16	56414133	56467199
ENSG00000288725	chr16	56415556	56516497
OGFOD1	chr16	56436521	56494104
BBS2	chr16	56450640	56597667
MT4	chr16	56550073	56583957
MT3	chr16	56574074	56606088
MT2A	chr16	56593584	56624497
MT1E	chr16	56610475	56642112
MT1M	chr16	56617659	56648981
MT1A	chr16	56623666	56655087
MT1B	chr16	56636886	56668204
MT1F	chr16	56642731	56675698
MT1G	chr16	56651730	56683065
MT1H	chr16	56654814	56686129
