gene_name	seqname	start	end	toy
GINS3	chr16	58295080	58406147	1
NDRG4	chr16	58462846	58513628	0
SETD6	chr16	58515479	58523842	0
CNOT1	chr16	58519951	58629885	0
SLC38A7	chr16	58665109	58684770	0
GOT2	chr16	58707131	58734342	0
CDH8	chr16	61647242	62037035	0
CDH11	chr16	64943753	65126112	0
CDH5	chr16	66366690	66404784	0
BEAN1	chr16	66427295	66493529	0
ENSG00000260851	chr16	66469812	66517312	0
TK2	chr16	66508003	66552544	0
CKLF	chr16	66552563	66566251	0
CKLF-CMTM1	chr16	66552587	66579135	0
CMTM1	chr16	66566393	66579137	0
CMTM2	chr16	66579448	66588275	0
CMTM3	chr16	66603874	66613892	0
CMTM4	chr16	66614750	66696743	0
DYNC1LI2	chr16	66720893	66751609	0
TERB1	chr16	66754640	66801620	0
NAE1	chr16	66802875	66873256	0
CA7	chr16	66844414	66854153	0
PDP2	chr16	66878589	66895754	0
CDH16	chr16	66908122	66918917	0
RRAD	chr16	66921685	66925535	0
CIAO2B	chr16	66932065	66934423	0
CES2	chr16	66934444	66945096	0
CES3	chr16	66961245	66975149	0
CES4A	chr16	66988589	67010417	0
CBFB	chr16	67028984	67101058	0
PHAF1	chr16	67109941	67148544	0
B3GNT9	chr16	67148104	67150998	0
TRADD	chr16	67154185	67159909	0
FBXL8	chr16	67159932	67164570	0
ENSG00000265690	chr16	67163385	67165815	0
HSF4	chr16	67164681	67169945	0
NOL3	chr16	67170154	67175737	0
MATCAP1	chr16	67175599	67184040	0
EXOC3L1	chr16	67184379	67190185	0
E2F4	chr16	67192155	67198918	0
ELMO3	chr16	67199111	67204029	0
TMEM208	chr16	67227103	67229278	0
FHOD1	chr16	67229387	67247481	0
SLC9A5	chr16	67237683	67272191	0
PLEKHG4	chr16	67277510	67289499	0
KCTD19	chr16	67289428	67326760	0
LRRC36	chr16	67326798	67385204	0
TPPP3	chr16	67389809	67393518	0
ZDHHC1	chr16	67394152	67416833	0
HSD11B2	chr16	67430652	67437553	0
ATP6V0D1	chr16	67438014	67481181	0
AGRP	chr16	67482571	67483547	0
RIPOR1	chr16	67518418	67546788	0
CTCF	chr16	67562467	67639177	0
CARMIL2	chr16	67644988	67657569	0
ACD	chr16	67657512	67660810	0
PARD6A	chr16	67660946	67662774	0
ENKD1	chr16	67662945	67667265	0
C16orf86	chr16	67666814	67668757	0
GFOD2	chr16	67674531	67719339	0
RANBP10	chr16	67723070	67806560	0
TSNAXIP1	chr16	67806765	67832148	0
CENPT	chr16	67828157	67847811	0
THAP11	chr16	67842320	67844195	0
NUTF2	chr16	67846882	67872567	0
EDC4	chr16	67873052	67884499	0
NRN1L	chr16	67884885	67888855	0
PSKH1	chr16	67893254	67929676	0
CTRL	chr16	67927640	67932365	0
ENSG00000261884	chr16	67929614	67936017	0
PSMB10	chr16	67934506	67936864	0
LCAT	chr16	67939750	67944131	0
SLC12A4	chr16	67943474	67969601	0
DPEP3	chr16	67975663	67980549	0
DPEP2	chr16	67987394	68000586	0
DUS2	chr16	67987746	68079320	0
DPEP2NB	chr16	68013436	68015911	0
DDX28	chr16	68020916	68023232	0
NFATC3	chr16	68084751	68229259	0
ESRP2	chr16	68229033	68238102	0
PLA2G15	chr16	68245304	68261058	0
SLC7A6	chr16	68264516	68301823	0
SLC7A6OS	chr16	68284503	68310946	0
PRMT7	chr16	68310951	68360852	0
SMPD3	chr16	68358327	68448508	0
ZFP90	chr16	68530090	68576072	0
CDH3	chr16	68636189	68727468	0
CDH1	chr16	68737292	68835537	0
TANGO6	chr16	68843531	69085182	0
HAS3	chr16	69105653	69118719	0
CHTF8	chr16	69118010	69132588	0
DERPC	chr16	69118010	69132588	0
UTP4	chr16	69131291	69231130	0
SNTB2	chr16	69187147	69309052	0
ENSG00000260914	chr16	69299682	69322700	0
VPS4A	chr16	69311350	69326939	0
COG8	chr16	69320140	69339583	0
PDF	chr16	69326913	69330588	0
ENSG00000272617	chr16	69328644	69334871	0
ENSG00000260371	chr16	69335091	69356306	0
ENSG00000259900	chr16	69335276	69351730	0
NIP7	chr16	69337996	69343106	0
TMED6	chr16	69343250	69351786	0
TERF2	chr16	69355567	69408571	0
CYB5B	chr16	69398402	69466264	0
NFAT5	chr16	69565094	69704666	0
NQO1	chr16	69706996	69726668	0
NOB1	chr16	69741871	69754926	0
WWP2	chr16	69762328	69941741	0
CLEC18A	chr16	69950705	69964452	1
PDPR	chr16	70114332	70162537	0
CLEC18C	chr16	70173322	70187361	0
EXOSC6	chr16	70246778	70251940	0
AARS1	chr16	70251983	70289707	0
DDX19B	chr16	70289663	70335305	0
ENSG00000260537	chr16	70299194	70372582	0
DDX19A	chr16	70346861	70373383	0
ST3GAL2	chr16	70375977	70439237	0
FCSK	chr16	70454595	70480274	0
COG4	chr16	70480568	70523560	0
SF3B3	chr16	70523791	70577670	0
IL34	chr16	70579895	70660682	2
MTSS2	chr16	70661204	70686053	0
VAC14	chr16	70687439	70801160	0
HYDIN	chr16	70802084	71230722	0
CMTR2	chr16	71281389	71289715	0
CALB2	chr16	71358713	71390436	0
TLE7	chr16	71429980	71442054	0
ZNF23	chr16	71447597	71463095	0
ENSG00000261611	chr16	71447600	71489311	0
ZNF19	chr16	71464555	71565089	0
CHST4	chr16	71525233	71538748	0
TAT	chr16	71565660	71577092	0
MARVELD3	chr16	71626161	71642114	0
PHLPP2	chr16	71637835	71724701	0
AP1G1	chr16	71729000	71809201	0
ATXN1L	chr16	71808439	71885268	0
IST1	chr16	71845996	71931199	0
ZNF821	chr16	71859680	71895336	0
PKD1L3	chr16	71929538	72000402	0
DHODH	chr16	72008588	72027664	0
TXNL4B	chr16	72044289	72094431	0
HP	chr16	72054505	72061055	0
HPR	chr16	72063148	72077246	0
DHX38	chr16	72093613	72112912	0
PMFBP1	chr16	72112157	72176878	0
ZFHX3	chr16	72782885	73891871	0
PSMD7	chr16	74296814	74306288	0
NPIPB15	chr16	74376306	74392115	0
CLEC18B	chr16	74408631	74421478	0
GLG1	chr16	74447427	74607144	0
RFWD3	chr16	74621399	74666877	0
MLKL	chr16	74671855	74700960	0
FA2H	chr16	74712955	74774831	0
WDR59	chr16	74871362	75000173	0
ZNRF1	chr16	74999024	75110994	1
LDHD	chr16	75111860	75116780	0
ZFP1	chr16	75148494	75172236	0
CTRB2	chr16	75204103	75207161	0
CTRB1	chr16	75218988	75226338	0
BCAR1	chr16	75228181	75268053	0
CFDP1	chr16	75293698	75433503	0
ENSG00000261717	chr16	75412684	75464706	0
TMEM170A	chr16	75443054	75465497	0
CHST6	chr16	75472052	75495445	0
CHST5	chr16	75528530	75536108	0
ENSG00000260092	chr16	75528532	75545428	0
TMEM231	chr16	75536741	75556289	0
GABARAPL2	chr16	75566375	75577881	0
ADAT1	chr16	75596868	75623300	0
KARS1	chr16	75627474	75648643	0
TERF2IP	chr16	75647773	75761872	0
CPHXL2	chr16	75660227	75677009	0
DUXB	chr16	75693893	75701461	0
CPHXL	chr16	75714131	75726490	0
CNTNAP4	chr16	76277278	76560757	2
ENSG00000287694	chr16	76277288	76819624	2
MON1B	chr16	77190835	77202398	0
SYCE1L	chr16	77199408	77213215	0
ADAMTS18	chr16	77247813	77435034	0
NUDT7	chr16	77722492	77742260	0
VAT1L	chr16	77788564	77980107	0
CLEC3A	chr16	78022515	78066761	0
WWOX	chr16	78099400	79212667	1
MAF	chr16	79585843	79600737	0
DYNLRB2	chr16	80540734	80550811	0
CDYL2	chr16	80597907	80804598	0
ENSG00000286221	chr16	80828736	81006894	2
CMC2	chr16	80966448	81020270	0
CENPN	chr16	81006552	81033114	0
ENSG00000284512	chr16	81022316	81096284	0
ATMIN	chr16	81035842	81047350	0
C16orf46	chr16	81053497	81077267	0
ENSG00000260643	chr16	81053587	81096296	0
GCSH	chr16	81081945	81096395	0
PKD1L2	chr16	81100875	81220370	0
BCO1	chr16	81238689	81291142	0
GAN	chr16	81314944	81390809	0
CMIP	chr16	81444808	81711762	1
PLCG2	chr16	81779279	81962685	0
SDR42E1	chr16	81988855	82011481	0
HSD17B2	chr16	82035004	82098534	0
MPHOSPH6	chr16	82147798	82170224	0
CDH13	chr16	82626965	83800640	0
HSBP1	chr16	83719311	83819737	0
MLYCD	chr16	83899115	83951445	0
OSGIN1	chr16	83931311	83966332	0
NECAB2	chr16	83968244	84002776	0
SLC38A8	chr16	84009667	84042795	0
MBTPS1	chr16	84053761	84116942	0
HSDL1	chr16	84122141	84145192	2
DNAAF1	chr16	84145287	84178767	0
TAF1C	chr16	84177847	84187070	0
ADAD2	chr16	84191138	84197168	0
KCNG4	chr16	84218657	84240012	0
WFDC1	chr16	84294846	84329844	0
ATP2C2	chr16	84368527	84464187	0
MEAK7	chr16	84476355	84554033	0
COTL1	chr16	84565596	84618078	0
KLHL36	chr16	84648511	84667686	0
USP10	chr16	84699986	84779922	0
CRISPLD2	chr16	84819985	84920768	0
ZDHHC7	chr16	84974175	85011535	0
KIAA0513	chr16	85027782	85094230	0
CIBAR2	chr16	85098358	85112472	0
GSE1	chr16	85169525	85676204	2
GINS2	chr16	85676198	85690073	0
C16orf74	chr16	85690084	85751129	0
EMC8	chr16	85771758	85799608	0
COX4I1	chr16	85798633	85807068	0
IRF8	chr16	85899116	85922606	0
FOXF1	chr16	86510527	86515422	0
MTHFSD	chr16	86530178	86555235	0
FOXC2	chr16	86566829	86569728	0
FOXL1	chr16	86576368	86583478	0
C16orf95	chr16	87083562	87317420	0
ENSG00000131152	chr16	87302876	87334273	0
FBXO31	chr16	87326987	87392142	0
MAP1LC3B	chr16	87383953	87404779	0
ZCCHC14	chr16	87406246	87493024	0
JPH3	chr16	87601835	87698156	0
KLHDC4	chr16	87696485	87765992	0
SLC7A5	chr16	87830023	87869507	0
CA5A	chr16	87881546	87936580	0
BANP	chr16	87949244	88077318	0
ZNF469	chr16	88382959	88440757	0
ZFPM1	chr16	88453280	88537031	0
ZC3H18	chr16	88570403	88631964	0
IL17C	chr16	88638572	88640468	0
CYBA	chr16	88643275	88651083	0
MVD	chr16	88651935	88663161	0
SNAI3	chr16	88677688	88686507	0
RNF166	chr16	88696499	88706408	0
CTU2	chr16	88706483	88715396	0
PIEZO1	chr16	88715338	88785220	0
CDT1	chr16	88803789	88809258	0
APRT	chr16	88809339	88811937	0
GALNS	chr16	88813734	88856970	0
TRAPPC2L	chr16	88856220	88862686	0
PABPN1L	chr16	88863333	88866660	0
CBFA2T3	chr16	88874858	88977207	0
ACSF3	chr16	89088375	89164121	0
CDH15	chr16	89171748	89195492	0
SLC22A31	chr16	89195761	89201651	0
ZNF778	chr16	89217703	89237141	0
ANKRD11	chr16	89267630	89490561	0
ENSG00000288715	chr16	89317046	89418292	0
SPG7	chr16	89490719	89557766	1
RPL13	chr16	89560677	89564542	0
CPNE7	chr16	89575758	89597246	0
DPEP1	chr16	89613308	89638456	0
CHMP1A	chr16	89640816	89657738	0
SPATA33	chr16	89657740	89671272	0
CDK10	chr16	89680737	89696354	0
SPATA2L	chr16	89696357	89701705	0
VPS9D1	chr16	89707134	89720898	0
ZNF276	chr16	89720400	89740925	0
FANCA	chr16	89726683	89816977	0
SPIRE2	chr16	89818179	89871319	0
TCF25	chr16	89873570	89913627	2
MC1R	chr16	89912119	89920973	0
ENSG00000198211	chr16	89919165	89936092	0
TUBB3	chr16	89921392	89938761	0
DEF8	chr16	89948697	89968060	0
DBNDD1	chr16	90004871	90019890	0
GAS8	chr16	90019629	90044975	0
PRDM7	chr16	90056566	90092072	0
SCGB1C2	chr17	137569	139067	0
DOC2B	chr17	142789	181650	2
RPH3AL	chr17	212389	386254	2
C17orf97	chr17	410325	431062	0
RFLNB	chr17	439978	445939	0
VPS53	chr17	508503	721717	0
TLCD3A	chr17	732412	742968	0
GEMIN4	chr17	744421	753999	0
GLOD4	chr17	757097	782294	0
MRM3	chr17	782353	792509	0
NXN	chr17	799310	979776	0
TIMM22	chr17	997129	1003671	0
ABR	chr17	1003519	1229738	2
BHLHA9	chr17	1270444	1271815	0
TRARG1	chr17	1279662	1300978	0
YWHAE	chr17	1344275	1400222	0
CRK	chr17	1420689	1463162	0
MYO1C	chr17	1464186	1492686	0
INPP5K	chr17	1494577	1516742	0
PITPNA	chr17	1517718	1562792	0
SLC43A2	chr17	1569268	1628886	0
SCARF1	chr17	1633858	1645744	0
RILP	chr17	1646145	1649866	0
PRPF8	chr17	1650629	1684867	0
TLCD2	chr17	1702816	1710377	0
WDR81	chr17	1716523	1738599	1
SERPINF2	chr17	1742836	1755265	0
SERPINF1	chr17	1762029	1777565	0
SMYD4	chr17	1779485	1830634	0
RPA1	chr17	1829702	1900082	0
RTN4RL1	chr17	1934677	2025334	0
DPH1	chr17	2030137	2043898	0
OVCA2	chr17	2042022	2043425	0
HIC1	chr17	2054154	2063241	0
SMG6	chr17	2059839	2303785	0
SRR	chr17	2303383	2325260	0
TSR1	chr17	2322396	2336657	0
SGSM2	chr17	2337498	2381058	0
MNT	chr17	2384073	2401104	0
METTL16	chr17	2405562	2511891	0
PAFAH1B1	chr17	2593210	2685615	0
CLUH	chr17	2689386	2712663	0
CCDC92B	chr17	2720801	2749652	0
RAP1GAP2	chr17	2755705	3037741	0
OR1D5	chr17	3062669	3063607	0
OR1D2	chr17	3088484	3104422	0
OR1G1	chr17	3126610	3127551	0
OR1P1	chr17	3153889	3154882	0
OR1A2	chr17	3197519	3198448	0
OR1A1	chr17	3207539	3218896	0
OR3A2	chr17	3276177	3386317	0
OR3A1	chr17	3291017	3298360	0
OR1R1P	chr17	3385930	3386874	0
OR1E1	chr17	3397104	3398410	0
OR3A3	chr17	3411370	3424070	0
OR1E2	chr17	3432870	3433841	0
SPATA22	chr17	3440019	3513852	0
ASPA	chr17	3472374	3503405	0
TRPV3	chr17	3510502	3557812	0
TRPV1	chr17	3565444	3609411	0
ENSG00000262304	chr17	3585149	3636249	0
SHPK	chr17	3608240	3636250	0
CTNS	chr17	3636459	3663103	0
TAX1BP3	chr17	3662895	3668679	0
P2RX5-TAX1BP3	chr17	3663063	3696194	2
EMC6	chr17	3668812	3669668	0
P2RX5	chr17	3672199	3696240	2
ITGAE	chr17	3714628	3801188	0
HASPIN	chr17	3723903	3726699	0
NCBP3	chr17	3802158	3846246	2
CAMKK1	chr17	3860315	3894891	0
P2RX1	chr17	3896592	3916476	0
ATP2A3	chr17	3923870	3964464	0
ZZEF1	chr17	4004445	4143030	0
CYB5D2	chr17	4143168	4187310	0
ANKFY1	chr17	4163821	4263995	0
UBE2G1	chr17	4269259	4366675	0
SPNS3	chr17	4433940	4488208	0
SPNS2	chr17	4498881	4539035	0
MYBBP1A	chr17	4538897	4555386	0
GGT6	chr17	4556927	4560818	0
SMTNL2	chr17	4583999	4608319	0
ALOX15	chr17	4630919	4642294	0
PELP1	chr17	4669774	4704337	0
ARRB2	chr17	4710596	4721499	0
MED11	chr17	4731428	4733608	0
CXCL16	chr17	4733533	4739928	0
ZMYND15	chr17	4739833	4746119	0
TM4SF5	chr17	4771884	4783213	0
VMO1	chr17	4785285	4786433	0
GLTPD2	chr17	4788964	4790589	0
PSMB6	chr17	4796144	4798502	0
C17orf114	chr17	4801159	4807013	0
PLD2	chr17	4807152	4823434	0
MINK1	chr17	4833340	4898061	0
CHRNE	chr17	4897771	4934438	0
C17orf107	chr17	4899418	4902934	0
GP1BA	chr17	4932277	4935023	0
SLC25A11	chr17	4937130	4940053	0
RNF167	chr17	4940008	4945222	0
PFN1	chr17	4945652	4949061	0
ENO3	chr17	4948092	4957131	0
SPAG7	chr17	4959226	4967817	0
CAMTA2	chr17	4967992	4987675	0
INCA1	chr17	4988130	4997610	0
KIF1C	chr17	4997950	5028401	0
SLC52A1	chr17	5032600	5052009	0
ZFP3	chr17	5078467	5096374	0
ZNF232	chr17	5105269	5123162	0
USP6	chr17	5116032	5175034	0
ZNF594	chr17	5179535	5191868	0
SCIMP	chr17	5208920	5234860	0
RABEP1	chr17	5282265	5386340	0
NUP88	chr17	5359668	5420164	0
RPAIN	chr17	5419641	5432877	0
C1QBP	chr17	5432777	5448830	0
DHX33	chr17	5440917	5468982	0
DERL2	chr17	5471254	5486811	0
MIS12	chr17	5486285	5490814	0
NLRP1	chr17	5499415	5619424	0
ENSG00000286190	chr17	5499427	5501006	0
ENSG00000285471	chr17	5772926	6080792	2
WSCD1	chr17	6057807	6124427	0
AIPL1	chr17	6393693	6435199	0
PIMREG	chr17	6444441	6451469	0
PITPNM3	chr17	6451263	6556555	0
KIAA0753	chr17	6578147	6640711	0
ENSG00000282936	chr17	6628619	6640456	0
TXNDC17	chr17	6640985	6644541	0
MED31	chr17	6643311	6651634	0
C17orf100	chr17	6651762	6693202	0
SLC13A5	chr17	6684719	6713377	0
XAF1	chr17	6755447	6775647	0
FBXO39	chr17	6776215	6797101	0
TEKT1	chr17	6789133	6831761	0
ALOX12	chr17	6996049	7010754	0
RNASEK	chr17	7012417	7014532	0
RNASEK-C17orf49	chr17	7012635	7017520	0
C17orf49	chr17	7014495	7017525	0
BCL6B	chr17	7023050	7030290	0
SLC16A13	chr17	7036015	7040117	0
SLC16A11	chr17	7041621	7044092	0
CLEC10A	chr17	7074537	7080307	0
ASGR2	chr17	7101322	7115700	0
ASGR1	chr17	7173431	7179564	0
DLG4	chr17	7187187	7219841	0
ACADVL	chr17	7217125	7225266	0
DVL2	chr17	7225342	7234517	0
PHF23	chr17	7235029	7239722	0
GABARAP	chr17	7240008	7242449	0
ENSG00000262526	chr17	7240427	7244635	0
CTDNEP1	chr17	7243591	7252491	2
ENSG00000262302	chr17	7246829	7262089	2
ELP5	chr17	7251416	7259940	0
CLDN7	chr17	7259903	7263983	0
SLC2A4	chr17	7281718	7288257	0
YBX2	chr17	7288263	7294639	0
EIF5A	chr17	7306999	7312463	0
GPS2	chr17	7311324	7315564	0
ENSG00000261915	chr17	7312661	7319174	0
NEURL4	chr17	7315628	7329393	0
ACAP1	chr17	7336529	7351477	0
KCTD11	chr17	7351889	7354944	0
TMEM95	chr17	7355123	7357219	0
TNK1	chr17	7380534	7389774	0
PLSCR3	chr17	7389727	7394842	0
TMEM256-PLSCR3	chr17	7389734	7404097	0
TMEM256	chr17	7402975	7404097	0
NLGN2	chr17	7404874	7419860	0
SPEM1	chr17	7420324	7421632	0
SPEM2	chr17	7425616	7427568	0
SPEM3	chr17	7428857	7432820	0
ENSG00000286007	chr17	7428861	7436278	0
TMEM102	chr17	7435435	7437679	0
FGF11	chr17	7438273	7444937	0
CHRNB1	chr17	7445061	7457710	0
ZBTB4	chr17	7459366	7484263	0
SLC35G6	chr17	7481446	7483496	0
POLR2A	chr17	7484366	7514616	0
TNFSF12	chr17	7548508	7557890	0
TNFSF12-TNFSF13	chr17	7549099	7561601	0
TNFSF13	chr17	7558292	7561608	0
SENP3	chr17	7561919	7571969	0
SENP3-EIF4A1	chr17	7563287	7578715	0
EIF4A1	chr17	7572824	7579006	0
CD68	chr17	7579491	7582111	0
MPDU1	chr17	7583529	7592789	0
SOX15	chr17	7588178	7590094	0
FXR2	chr17	7591230	7614897	0
SHBG	chr17	7613946	7633382	0
SAT2	chr17	7626234	7627876	0
ATP1B2	chr17	7646627	7657770	0
TP53	chr17	7661779	7687538	0
WRAP53	chr17	7686071	7703502	0
EFNB3	chr17	7705202	7711372	0
DNAH2	chr17	7717744	7833742	0
KDM6B	chr17	7834217	7854796	0
TMEM88	chr17	7855066	7856099	0
NAA38	chr17	7856685	7885238	0
CYB5D1	chr17	7857746	7862282	0
CHD3	chr17	7884796	7912760	0
RNF227	chr17	7913339	7916289	0
KCNAB3	chr17	7921859	7929856	0
ENSG00000262730	chr17	7925931	7930622	0
TRAPPC1	chr17	7930345	7932123	0
CNTROB	chr17	7932101	7949920	0
GUCY2D	chr17	8002615	8020342	0
ALOX15B	chr17	8039034	8049134	0
ALOX12B	chr17	8072636	8087716	0
ALOXE3	chr17	8095900	8119047	0
HES7	chr17	8120592	8124106	0
PER1	chr17	8140472	8156506	0
ENSG00000263620	chr17	8150816	8162975	0
VAMP2	chr17	8159149	8163546	0
TMEM107	chr17	8172457	8176399	0
BORCS6	chr17	8188345	8190180	0
AURKB	chr17	8204733	8210600	0
CTC1	chr17	8224815	8248058	0
PFAS	chr17	8247618	8270491	0
SLC25A35	chr17	8287763	8295400	0
RANGRF	chr17	8288654	8290092	0
ARHGEF15	chr17	8310241	8322514	0
ODF4	chr17	8339840	8346048	2
KRBA2	chr17	8356902	8376704	0
ENSG00000263809	chr17	8368638	8383187	0
RPL26	chr17	8377516	8383213	0
RNF222	chr17	8390702	8397827	0
NDEL1	chr17	8413131	8490411	0
MYH10	chr17	8474207	8631376	0
CCDC42	chr17	8729935	8745219	0
SPDYE4	chr17	8747524	8758559	0
MFSD6L	chr17	8797110	8799365	0
PIK3R6	chr17	8802722	8867677	2
PIK3R5	chr17	8878911	8965712	0
NTN1	chr17	9021510	9244000	0
STX8	chr17	9250471	9576591	0
CFAP52	chr17	9576627	9643447	0
USP43	chr17	9644698	9729687	0
DHRS7C	chr17	9771434	9791592	0
GSG1L2	chr17	9800608	9822079	0
GLP2R	chr17	9822206	9892099	0
RCVRN	chr17	9896320	9905271	0
GAS7	chr17	9910606	10198606	0
MYH13	chr17	10300865	10373130	0
MYH8	chr17	10390322	10421950	0
MYH4	chr17	10443290	10469559	0
MYH1	chr17	10492307	10518542	0
MYH2	chr17	10521148	10549700	0
MYH3	chr17	10628526	10657309	0
SCO1	chr17	10672474	10698375	0
ADPRM	chr17	10697594	10711558	0
TMEM220	chr17	10699015	10730023	0
TMEM238L	chr17	10794908	10804099	0
PIRT	chr17	10822470	10838087	0
SHISA6	chr17	11241213	11564063	0
DNAH9	chr17	11598470	11969748	2
ZNF18	chr17	11977439	11997475	0
MAP2K4	chr17	12020829	12143830	0
MYOCD	chr17	12665890	12768949	0
ARHGAP44	chr17	12789498	12991643	0
ELAC2	chr17	12991612	13018065	0
HS3ST3A1	chr17	13494032	13601929	0
COX10	chr17	14069490	14231736	0
CDRT15	chr17	14235673	14236862	0
HS3ST3B1	chr17	14301081	14349404	0
PMP22	chr17	15229773	15272292	0
TEKT3	chr17	15303811	15341632	0
CDRT4	chr17	15436015	15475728	0
TVP23C-CDRT4	chr17	15436021	15563561	0
TVP23C	chr17	15502264	15563595	0
FBXW10B	chr17	15565483	15619704	0
ENSG00000251537	chr17	15571491	15651653	0
TRIM16	chr17	15627960	15684311	0
ZNF286A-TBC1D26	chr17	15699552	15745940	0
ZNF286A	chr17	15699577	15720787	0
TBC1D26	chr17	15732247	15746162	0
ADORA2B	chr17	15945130	15975746	0
ZSWIM7	chr17	15976560	15999717	0
TTC19	chr17	15999784	16045015	0
NCOR1	chr17	16029065	16218185	0
PIGL	chr17	16217191	16351797	0
CENPV	chr17	16342534	16353656	0
UBB	chr17	16380798	16382745	0
TRPV2	chr17	16415571	16437003	0
LRRC75A	chr17	16441577	16492193	0
ZNF287	chr17	16546954	16569204	0
ZNF624	chr17	16620734	16653856	0
CCDC144A	chr17	16689537	16777881	1
ENSG00000266302	chr17	16690261	16804453	1
TNFRSF13B	chr17	16929816	16972118	0
MPRIP	chr17	17042457	17217679	0
PLD6	chr17	17200995	17206333	0
ENSG00000264187	chr17	17202649	17237185	0
FLCN	chr17	17212212	17237188	0
COPS3	chr17	17246616	17281273	0
NT5M	chr17	17303335	17347663	0
MED9	chr17	17476994	17493221	0
RASD1	chr17	17494437	17496395	0
PEMT	chr17	17505563	17591708	0
RAI1	chr17	17681458	17811453	0
SREBF1	chr17	17810399	17837002	0
TOM1L2	chr17	17843511	17972422	0
DRC3	chr17	17972813	18016889	0
ATPAF2	chr17	17977409	18039209	0
GID4	chr17	18039408	18068405	0
DRG2	chr17	18087892	18107970	0
MYO15A	chr17	18108756	18179802	0
ALKBH5	chr17	18183078	18209954	0
LLGL1	chr17	18225635	18244875	0
FLII	chr17	18244815	18258738	0
MIEF2	chr17	18260597	18266552	0
TOP3A	chr17	18271428	18315007	0
SMCR8	chr17	18315293	18328056	0
SHMT1	chr17	18327860	18363563	0
EVPLL	chr17	18377778	18389647	0
LGALS9C	chr17	18476737	18494945	0
TBC1D28	chr17	18634247	18644427	0
FOXO3B	chr17	18667629	18682314	0
FBXW10	chr17	18744026	18779349	0
TVP23B	chr17	18781111	18806714	1
PRPSAP2	chr17	18840085	18931287	2
SLC5A10	chr17	18950345	19022595	0
FAM83G	chr17	18968789	19004764	0
GRAP	chr17	19020656	19047011	0
GRAPL	chr17	19127535	19159187	0
EPN2	chr17	19215615	19336715	0
B9D1	chr17	19334308	19378193	0
MAPK7	chr17	19377721	19383544	0
MFAP4	chr17	19383442	19387190	0
RNF112	chr17	19411125	19417276	0
SLC47A1	chr17	19495385	19579034	0
ALDH3A2	chr17	19648136	19685760	0
SLC47A2	chr17	19678288	19718979	0
ALDH3A1	chr17	19737984	19748943	0
ULK2	chr17	19770829	19867936	0
AKAP10	chr17	19904302	19978343	0
SPECC1	chr17	20008865	20319026	2
LGALS9B	chr17	20449395	20467539	0
CDRT15L2	chr17	20579724	20580911	0
USP22	chr17	20999596	21043760	0
DHRS7B	chr17	21123364	21193265	0
TMEM11	chr17	21197954	21214176	0
NATD1	chr17	21238870	21253410	0
MAP2K3	chr17	21284672	21315232	0
KCNJ12	chr17	21376357	21419870	0
KCNJ18	chr17	21692523	21704612	0
WSB1	chr17	27294076	27315926	0
KSR1	chr17	27456448	27626438	0
ENSG00000266728	chr17	27623364	27640777	0
LGALS9	chr17	27629798	27649560	0
NOS2	chr17	27756766	27800529	0
ENSG00000266202	chr17	27798806	27893365	0
LYRM9	chr17	27878314	27894752	0
NLK	chr17	28041737	28196381	0
TMEM97	chr17	28319200	28328685	0
IFT20	chr17	28328325	28335489	0
TNFAIP1	chr17	28335602	28347009	0
POLDIP2	chr17	28346633	28357527	0
TMEM199	chr17	28357642	28363683	0
SEBOX	chr17	28363506	28365199	0
ENSG00000273171	chr17	28364288	28368012	0
SARM1	chr17	28364356	28404049	0
VTN	chr17	28367284	28373091	0
SLC46A1	chr17	28394642	28407197	0
RSKR	chr17	28455752	28614197	0
SLC13A2	chr17	28473293	28497781	0
FOXN1	chr17	28506243	28538900	0
UNC119	chr17	28546708	28552631	0
PIGS	chr17	28553383	28571794	0
ALDOC	chr17	28573115	28576948	0
SPAG5	chr17	28577565	28599025	0
ENSG00000258472	chr17	28580012	28614185	0
BLTP2	chr17	28614446	28645454	0
SDF2	chr17	28648346	28662189	0
SUPT6H	chr17	28662198	28702679	0
PROCA1	chr17	28703197	28711888	0
RAB34	chr17	28714281	28718429	0
RPL23A	chr17	28719985	28724359	0
TLCD1	chr17	28724348	28727935	0
NEK8	chr17	28725897	28743455	0
TRAF4	chr17	28744011	28750956	0
FAM222B	chr17	28755980	28855232	0
ERAL1	chr17	28855010	28861061	0
FLOT2	chr17	28879335	28897733	0
DHRS13	chr17	28897781	28903079	0
PHF12	chr17	28905250	28951771	1
PIPOX	chr17	28950513	29057216	0
SEZ6	chr17	28954901	29006440	0
MYO18A	chr17	29071122	29180398	0
CRYBA1	chr17	29246859	29254494	0
NUFIP2	chr17	29255839	29294148	0
TAOK1	chr17	29390363	29551903	0
ABHD15	chr17	29560547	29567037	0
TP53I13	chr17	29566052	29573157	0
GIT1	chr17	29573475	29594054	0
ANKRD13B	chr17	29589769	29614761	0
CORO6	chr17	29614756	29622912	0
SSH2	chr17	29625938	29930276	0
EFCAB5	chr17	29929200	30108452	1
NSRP1	chr17	30115521	30186475	0
SLC6A4	chr17	30194319	30236002	0
BLMH	chr17	30248203	30292056	0
TMIGD1	chr17	30316333	30334059	0
CPD	chr17	30378927	30469989	0
GOSR1	chr17	30477362	30527592	0
CRLF3	chr17	30769388	30824692	0
ATAD5	chr17	30831966	30895869	0
